name,domain,segment,mass_kg,power_density_w_per_kg,luminosity_w,mdot_kg_s,mass_msun,radius_m,eta,track,phi_source,mass_kg_err,power_density_w_per_kg_lo,power_density_w_per_kg_hi,reference,data_source
nan,biology,Multicellular,60.5,1.04,63.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Rodentia,biology,Multicellular,0.0073,13.1,0.0956,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,26.4,0.914,24.1,,,,,,tabulated_erd,,,,,van Duin (2024)
Lagomorpha,biology,Multicellular,0.109,9.38,1.02,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,3.36,2.67,8.96,,,,,,tabulated_erd,,,,,van Duin (2024)
Erinaceomorphia,biology,Multicellular,0.0773,4.48,0.346,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.823,2.08,1.71,,,,,,tabulated_erd,,,,,van Duin (2024)
Soriciomorpha,biology,Multicellular,0.0022,34.5,0.076,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.13,5.25,0.682,,,,,,tabulated_erd,,,,,van Duin (2024)
Chiroptera,biology,Multicellular,0.0042,10.4,0.0436,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.02,2.93,3.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Carnivora,biology,Multicellular,0.077,5.68,0.437,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,389.0,0.685,266.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Artiodactyla,biology,Multicellular,1.63,3.29,5.35,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,3220.0,0.508,1640.0,,,,,,tabulated_erd,,,,,van Duin (2024)
shrew,biology,Multicellular,0.0025,15.2,0.0381,,,,,,tabulated_erd,,,,"G.B. West et al., “Allometric scaling of metabolic rate from molecules and mitochondria to cells and mammals”, Proc. Natl. Acad. Sci. U.S.A., 99 (2002) 2473. ",van Duin (2024)
elephant,biology,Multicellular,4000.0,0.495,1980.0,,,,,,tabulated_erd,,,,  ,van Duin (2024)
lower,biology,Multicellular,0.008,32.1,0.257,,,,,,tabulated_erd,,,,"K.A. Nagy, ""Field metabolic rate and body size"", J. Exp. Biol., 208 (2005) 1621",van Duin (2024)
upper,biology,Multicellular,100.0,2.61,261.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.00542,32.5,0.176,,,,,,tabulated_erd,,,,"L.N. Hudson et al., “The relationship between body mass and field metabolic rate among individual birds and mammals”, J. Anim. Ecol., 82 (2013) 1009.",van Duin (2024)
upper,biology,Multicellular,1610.0,1.63,2620.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.025,13.7,0.343,,,,,,tabulated_erd,,,,"F.J. Ballesteros et al., “On the thermodynamic origin of metabolic scaling”, Sci. Rep., 8 (2018) 1448.",van Duin (2024)
upper,biology,Multicellular,400.0,0.771,309.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.004,12.1,0.0484,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,400.0,0.804,322.0,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,0.004,14.3,0.0571,,,,,,tabulated_erd,,,,,van Duin (2024)
upper,biology,Multicellular,400.0,0.742,297.0,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,0.003,14.5,0.0435,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Multicellular,4000.0,0.243,972.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
elephant,biology,Multicellular,3700.0,0.6,2220.0,,,,,,tabulated_erd,,,,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",van Duin (2024)
adult male killer whale (Orcinus orca): BMR,biology,Multicellular,5320.0,0.428,2280.0,,,,,,tabulated_erd,,,,"G.A.J. Worthy, T.A.M. Worthy, and P.K. Yochem, ""Basal metabolism of an adult male killer whale (Orcinus orca)"", Mar. Mammal Sci., 30 (2014) 1229",van Duin (2024)
adult male killer whale (Orcinus orca): TEE,biology,Multicellular,5320.0,0.779,4140.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
blue whale (Balaenoptera musculus): BMR,biology,Multicellular,120000.0,0.182,21900.0,,,,,,tabulated_erd,,,,"D.M. Lavigne et al., “Lower critical temperatures of blue whales, Balaenoptera musculus”, J. Theor. Biol., 144 (1990) 249.",van Duin (2024)
blue whale (Balaenoptera musculus): daily MR,biology,Multicellular,120000.0,0.364,43700.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
Eulemur,biology,Multicellular,1.84,0.912,1.68,,,,,,tabulated_erd,,,,"B. Simmen et al., ""The energy allocation trade‑offs underlying life history traits in hypometabolic strepsirhines and other primates"", Sci. Rep. 11 (2021) 14196",van Duin (2024)
Lemur,biology,Multicellular,2.28,1.68,3.82,,,,,,tabulated_erd,,,,,van Duin (2024)
Lepilemur,biology,Multicellular,0.721,3.53,2.55,,,,,,tabulated_erd,,,,,van Duin (2024)
Microcebus,biology,Multicellular,0.061,4.17,0.255,,,,,,tabulated_erd,,,,,van Duin (2024)
Propithecus,biology,Multicellular,3.04,1.37,4.17,,,,,,tabulated_erd,,,,,van Duin (2024)
Alouatta,biology,Multicellular,7.22,2.12,15.3,,,,,,tabulated_erd,,,,,van Duin (2024)
Callithrix,biology,Multicellular,0.45,2.88,1.3,,,,,,tabulated_erd,,,,,van Duin (2024)
Macaca,biology,Multicellular,14.4,1.56,22.5,,,,,,tabulated_erd,,,,,van Duin (2024)
Papio,biology,Multicellular,16.2,1.5,24.3,,,,,,tabulated_erd,,,,,van Duin (2024)
Papio,biology,Multicellular,12.0,2.38,28.6,,,,,,tabulated_erd,,,,,van Duin (2024)
Pan,biology,Multicellular,52.2,1.14,59.3,,,,,,tabulated_erd,,,,,van Duin (2024)
Pongo,biology,Multicellular,67.5,0.873,58.9,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo,biology,Multicellular,74.3,1.12,83.5,,,,,,tabulated_erd,,,,,van Duin (2024)
Eulemur,biology,Multicellular,1.84,3.83,7.05,,,,,,tabulated_erd,,,,"B. Simmen et al., ""The energy allocation trade‑offs underlying life history traits in hypometabolic strepsirhines and other primates"", Sci. Rep. 11 (2021) 14196",van Duin (2024)
Lemur,biology,Multicellular,2.28,3.18,7.25,,,,,,tabulated_erd,,,,,van Duin (2024)
Lepilemur,biology,Multicellular,0.721,7.03,5.07,,,,,,tabulated_erd,,,,,van Duin (2024)
Microcebus,biology,Multicellular,0.061,21.8,1.33,,,,,,tabulated_erd,,,,,van Duin (2024)
Propithecus,biology,Multicellular,4.9,3.42,16.7,,,,,,tabulated_erd,,,,,van Duin (2024)
Propithecus,biology,Multicellular,3.04,4.21,12.8,,,,,,tabulated_erd,,,,,van Duin (2024)
Alouatta,biology,Multicellular,7.22,4.0,28.9,,,,,,tabulated_erd,,,,,van Duin (2024)
Callithrix,biology,Multicellular,0.45,5.48,2.47,,,,,,tabulated_erd,,,,,van Duin (2024)
Cebus,biology,Multicellular,4.1,4.04,16.6,,,,,,tabulated_erd,,,,,van Duin (2024)
Macaca,biology,Multicellular,14.4,2.04,29.4,,,,,,tabulated_erd,,,,,van Duin (2024)
Macaca,biology,Multicellular,4.2,2.89,12.1,,,,,,tabulated_erd,,,,,van Duin (2024)
Papio,biology,Multicellular,16.2,2.48,40.3,,,,,,tabulated_erd,,,,,van Duin (2024)
Papio,biology,Multicellular,12.0,3.28,39.4,,,,,,tabulated_erd,,,,,van Duin (2024)
Gorilla,biology,Multicellular,120.0,1.14,137.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Pan,biology,Multicellular,52.2,1.79,93.5,,,,,,tabulated_erd,,,,,van Duin (2024)
Pan,biology,Multicellular,52.2,1.79,93.5,,,,,,tabulated_erd,,,,,van Duin (2024)
Pongo,biology,Multicellular,67.5,1.11,74.8,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo,biology,Multicellular,74.3,1.76,131.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Allenopithecus,biology,Multicellular,7.9,3.21,25.3,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,27.5,6.63,183.0,,,,,,tabulated_erd,,,,"M.K. Labocha, J.P. Hayes, ""Endotherm"", in ""Encyclopedia of Ecology"", S.E. Jørgensen and B.D. Fath (eds.), Elsevier Science (2008)",van Duin (2024)
upper,biology,Multicellular,28100.0,0.524,14700.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
nan,biology,Multicellular,27.0,5.02,135.0,,,,,,tabulated_erd,,,,"M. Acquarone, E,W. Born, and J.R. Speakman, ""Field metabolic rates ofwWalrus (Odobenus rosmarus) measured by the doubly labeled water method"", Aquat. Mamm. 32 (2006) 363",van Duin (2024)
nan,biology,Multicellular,34.2,8.7,297.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,43.4,8.16,354.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,76.4,6.2,473.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,78.0,5.73,447.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,99.0,6.14,608.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,114.0,6.9,787.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1310.0,3.37,4410.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Seismosaurus halli (= largest terrestial dinosaur),biology,Multicellular,50000.0,0.0823,4110.0,,,,,,tabulated_erd,,,,"P.M. Sander et al., ""Biology of the sauropod dinosaurs:the evolution of gigantism; extinct dinosaur being herbivor/mesotherm can reach larger body size/mass than today's mammals"", Biol. Rev. 86 (2011) 117",van Duin (2024)
Triassic ichthyosaur super-predator,biology,Multicellular,250000.0,0.0449,11200.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
Otodus megalodon = extinct monster shark,biology,Multicellular,61000.0,0.0777,4740.0,,,,,,tabulated_erd,,,,"J.A. Cooper, ""The extinct shark Otodus megalodon was a transoceanic superpredator: Inferences from 3D modeling"", Sci. Adv. 8 (2022) eabm9424",van Duin (2024)
lower,biology,Multicellular,0.00376,37.1,0.139,,,,,,tabulated_erd,,,,"T. Liu, “Comparative scaling of flapping- and fixed-wing flyers”, AIAA J., 44 (2006) 24.",van Duin (2024)
upper,biology,Multicellular,9.4,28.8,271.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.003,26.8,0.0803,,,,,,tabulated_erd,,,,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",van Duin (2024)
upper,biology,Multicellular,100.0,0.776,77.6,,,,,,tabulated_erd,,,, ,van Duin (2024)
Aix,biology,Multicellular,0.448,5.31,2.38,,,,,,tabulated_erd,,,,"V. M. Gavrilov, “Fundamental energetics of birds: 1. The maximum ability of birds to change their thermal conductance and the efficiency of metabolic energy transformation into mechanical work”, Biol. Bull., 39 (2012) 569.",van Duin (2024)
Anas,biology,Multicellular,0.718,4.21,3.02,,,,,,tabulated_erd,,,,,van Duin (2024)
Anas,biology,Multicellular,1.02,4.94,5.04,,,,,,tabulated_erd,,,,,van Duin (2024)
Coturnix,biology,Multicellular,0.097,8.56,0.83,,,,,,tabulated_erd,,,,,van Duin (2024)
Perdix,biology,Multicellular,0.483,4.47,2.16,,,,,,tabulated_erd,,,,,van Duin (2024)
Lagopus,biology,Multicellular,0.524,5.5,2.88,,,,,,tabulated_erd,,,,,van Duin (2024)
Alectoris,biology,Multicellular,0.62,4.1,2.54,,,,,,tabulated_erd,,,,,van Duin (2024)
Tetrao,biology,Multicellular,3.9,5.6,21.8,,,,,,tabulated_erd,,,,,van Duin (2024)
Fulica,biology,Multicellular,0.412,5.75,2.37,,,,,,tabulated_erd,,,,,van Duin (2024)
Charadrius,biology,Multicellular,0.036,13.3,0.48,,,,,,tabulated_erd,,,,,van Duin (2024)
Larus,biology,Multicellular,0.285,6.53,1.86,,,,,,tabulated_erd,,,,,van Duin (2024)
Larus,biology,Multicellular,0.428,5.26,2.25,,,,,,tabulated_erd,,,,,van Duin (2024)
Melopsittacus,biology,Multicellular,0.0252,13.1,0.33,,,,,,tabulated_erd,,,,,van Duin (2024)
Agapornis,biology,Multicellular,0.0481,9.77,0.47,,,,,,tabulated_erd,,,,,van Duin (2024)
Nymphicus,biology,Multicellular,0.0856,10.0,0.86,,,,,,tabulated_erd,,,,,van Duin (2024)
Dendrocopus,biology,Multicellular,0.098,10.6,1.04,,,,,,tabulated_erd,,,,,van Duin (2024)
Regulus,biology,Multicellular,0.0055,32.7,0.18,,,,,,tabulated_erd,,,,"V. M. Gavrilov, “Fundamental energetics of birds: 1. The maximum ability of birds to change their thermal conductance and the efficiency of metabolic energy transformation into mechanical work”, Biol. Bull., 39 (2012) 569.",van Duin (2024)
Estrilda,biology,Multicellular,0.0075,21.3,0.16,,,,,,tabulated_erd,,,,,van Duin (2024)
Tiaris,biology,Multicellular,0.0076,21.1,0.16,,,,,,tabulated_erd,,,,,van Duin (2024)
Aegithalos,biology,Multicellular,0.0088,28.4,0.25,,,,,,tabulated_erd,,,,,van Duin (2024)
Troglodytes,biology,Multicellular,0.009,26.7,0.24,,,,,,tabulated_erd,,,,,van Duin (2024)
Uraeginthus,biology,Multicellular,0.0091,17.6,0.16,,,,,,tabulated_erd,,,,,van Duin (2024)
Lonchura,biology,Multicellular,0.0101,20.8,0.21,,,,,,tabulated_erd,,,,,van Duin (2024)
Parus,biology,Multicellular,0.0108,25.0,0.27,,,,,,tabulated_erd,,,,,van Duin (2024)
Taeniopygia,biology,Multicellular,0.0117,19.7,0.23,,,,,,tabulated_erd,,,,,van Duin (2024)
Acanthis,biology,Multicellular,0.014,24.3,0.34,,,,,,tabulated_erd,,,,,van Duin (2024)
Spinus,biology,Multicellular,0.014,23.6,0.33,,,,,,tabulated_erd,,,,,van Duin (2024)
Parus,biology,Multicellular,0.0164,22.6,0.37,,,,,,tabulated_erd,,,,,van Duin (2024)
Erithacus,biology,Multicellular,0.0176,15.9,0.28,,,,,,tabulated_erd,,,,,van Duin (2024)
Motacilla,biology,Multicellular,0.018,15.6,0.28,,,,,,tabulated_erd,,,,,van Duin (2024)
Fringilla,biology,Multicellular,0.021,21.0,0.44,,,,,,tabulated_erd,,,,,van Duin (2024)
Carpodacus,biology,Multicellular,0.0212,17.0,0.36,,,,,,tabulated_erd,,,,,van Duin (2024)
Passer,biology,Multicellular,0.023,16.1,0.37,,,,,,tabulated_erd,,,,,van Duin (2024)
Emberiza,biology,Multicellular,0.0243,16.9,0.41,,,,,,tabulated_erd,,,,,van Duin (2024)
Passer,biology,Multicellular,0.0265,18.5,0.49,,,,,,tabulated_erd,,,,,van Duin (2024)
Emberiza,biology,Multicellular,0.0268,18.7,0.5,,,,,,tabulated_erd,,,,,van Duin (2024)
Chloris,biology,Multicellular,0.0282,19.9,0.56,,,,,,tabulated_erd,,,,,van Duin (2024)
Loxia,biology,Multicellular,0.0394,17.0,0.67,,,,,,tabulated_erd,,,,,van Duin (2024)
Turdus,biology,Multicellular,0.0628,12.1,0.76,,,,,,tabulated_erd,,,,,van Duin (2024)
Turdus,biology,Multicellular,0.0826,12.3,1.02,,,,,,tabulated_erd,,,,,van Duin (2024)
Corvus,biology,Multicellular,0.518,7.45,3.86,,,,,,tabulated_erd,,,,,van Duin (2024)
Corvus,biology,Multicellular,1.2,4.99,6.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Aix,biology,Multicellular,0.448,21.5,9.63,,,,,,tabulated_erd,,,,"V. M. Gavrilov, “Fundamental energetics of birds: 1. The maximum ability of birds to change their thermal conductance and the efficiency of metabolic energy transformation into mechanical work”, Biol. Bull., 39 (2012) 569.",van Duin (2024)
Anas,biology,Multicellular,0.718,15.9,11.4,,,,,,tabulated_erd,,,,,van Duin (2024)
Anas,biology,Multicellular,1.02,15.3,15.7,,,,,,tabulated_erd,,,,,van Duin (2024)
Coturnix,biology,Multicellular,0.097,40.3,3.91,,,,,,tabulated_erd,,,,,van Duin (2024)
Perdix,biology,Multicellular,0.483,20.4,9.87,,,,,,tabulated_erd,,,,,van Duin (2024)
Lagopus,biology,Multicellular,0.524,23.1,12.1,,,,,,tabulated_erd,,,,,van Duin (2024)
Alectoris,biology,Multicellular,0.62,18.8,11.7,,,,,,tabulated_erd,,,,,van Duin (2024)
Tetrao,biology,Multicellular,3.9,11.1,43.5,,,,,,tabulated_erd,,,,,van Duin (2024)
Fulica,biology,Multicellular,0.412,19.8,8.16,,,,,,tabulated_erd,,,,,van Duin (2024)
Charadrius,biology,Multicellular,0.036,51.4,1.85,,,,,,tabulated_erd,,,,,van Duin (2024)
Larus,biology,Multicellular,0.285,28.7,8.17,,,,,,tabulated_erd,,,,,van Duin (2024)
Larus,biology,Multicellular,0.428,25.0,10.7,,,,,,tabulated_erd,,,,,van Duin (2024)
Melopsittacus,biology,Multicellular,0.0252,48.4,1.22,,,,,,tabulated_erd,,,,,van Duin (2024)
Agapornis,biology,Multicellular,0.0481,40.3,1.94,,,,,,tabulated_erd,,,,,van Duin (2024)
Nymphicus,biology,Multicellular,0.0856,33.3,2.85,,,,,,tabulated_erd,,,,,van Duin (2024)
Dendrocopus,biology,Multicellular,0.098,37.6,3.68,,,,,,tabulated_erd,,,,,van Duin (2024)
Regulus,biology,Multicellular,0.0055,118.0,0.65,,,,,,tabulated_erd,,,,"V. M. Gavrilov, “Fundamental energetics of birds: 1. The maximum ability of birds to change their thermal conductance and the efficiency of metabolic energy transformation into mechanical work”, Biol. Bull., 39 (2012) 569.",van Duin (2024)
Estrilda,biology,Multicellular,0.0075,86.7,0.65,,,,,,tabulated_erd,,,,,van Duin (2024)
Tiaris,biology,Multicellular,0.0076,98.7,0.75,,,,,,tabulated_erd,,,,,van Duin (2024)
Aegithalos,biology,Multicellular,0.0088,90.9,0.8,,,,,,tabulated_erd,,,,,van Duin (2024)
Troglodytes,biology,Multicellular,0.009,96.7,0.87,,,,,,tabulated_erd,,,,,van Duin (2024)
Uraeginthus,biology,Multicellular,0.0091,73.6,0.67,,,,,,tabulated_erd,,,,,van Duin (2024)
Lonchura,biology,Multicellular,0.0101,94.1,0.95,,,,,,tabulated_erd,,,,,van Duin (2024)
Parus,biology,Multicellular,0.0108,92.6,1.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Taeniopygia,biology,Multicellular,0.0117,82.9,0.97,,,,,,tabulated_erd,,,,,van Duin (2024)
Acanthis,biology,Multicellular,0.014,90.7,1.27,,,,,,tabulated_erd,,,,,van Duin (2024)
Spinus,biology,Multicellular,0.014,90.0,1.26,,,,,,tabulated_erd,,,,,van Duin (2024)
Parus,biology,Multicellular,0.0164,79.9,1.31,,,,,,tabulated_erd,,,,,van Duin (2024)
Erithacus,biology,Multicellular,0.0176,72.7,1.28,,,,,,tabulated_erd,,,,,van Duin (2024)
Motacilla,biology,Multicellular,0.018,68.9,1.24,,,,,,tabulated_erd,,,,,van Duin (2024)
Fringilla,biology,Multicellular,0.021,80.5,1.69,,,,,,tabulated_erd,,,,,van Duin (2024)
Carpodacus,biology,Multicellular,0.0212,74.5,1.58,,,,,,tabulated_erd,,,,,van Duin (2024)
Passer,biology,Multicellular,0.023,65.7,1.51,,,,,,tabulated_erd,,,,,van Duin (2024)
Emberiza,biology,Multicellular,0.0243,74.9,1.82,,,,,,tabulated_erd,,,,,van Duin (2024)
Passer,biology,Multicellular,0.0265,72.1,1.91,,,,,,tabulated_erd,,,,,van Duin (2024)
Emberiza,biology,Multicellular,0.0268,67.5,1.81,,,,,,tabulated_erd,,,,,van Duin (2024)
Chloris,biology,Multicellular,0.0282,70.9,2.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Loxia,biology,Multicellular,0.0394,63.7,2.51,,,,,,tabulated_erd,,,,,van Duin (2024)
Turdus,biology,Multicellular,0.0628,48.2,3.03,,,,,,tabulated_erd,,,,,van Duin (2024)
Turdus,biology,Multicellular,0.0826,45.5,3.76,,,,,,tabulated_erd,,,,,van Duin (2024)
Corvus,biology,Multicellular,0.518,23.7,12.3,,,,,,tabulated_erd,,,,,van Duin (2024)
Corvus,biology,Multicellular,1.2,16.3,19.6,,,,,,tabulated_erd,,,,,van Duin (2024)
lower,biology,Multicellular,0.005,22.3,0.111,,,,,,tabulated_erd,,,,"F.J. Ballesteros et al., “On the thermodynamic origin of metabolic scaling”, Sci. Rep., 8 (2018) 1448.",van Duin (2024)
upper,biology,Multicellular,9.0,1.86,16.7,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.04,6.2,0.248,,,,,,tabulated_erd,,,,"F.J. Ballesteros et al., “On the thermodynamic origin of metabolic scaling”, Sci. Rep., 8 (2018) 1448.",van Duin (2024)
upper,biology,Multicellular,30.0,1.72,51.6,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.004,78.1,0.312,,,,,,tabulated_erd,,,,"K.A. Nagy, ""Field metabolic rate and body size"", J. Exp. Biol., 208 (2005) 1621",van Duin (2024)
upper,biology,Multicellular,100.0,3.09,309.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
lower,biology,Multicellular,0.00336,86.5,0.291,,,,,,tabulated_erd,,,,"L.N. Hudson et al., “The relationship between body mass and field metabolic rate among individual birds and mammals”, J. Anim. Ecol., 82 (2013) 1009.",van Duin (2024)
upper,biology,Multicellular,106.0,3.77,398.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
anoxia (= in absence of oxygen),biology,Multicellular,5e-06,0.03,1.5e-07,,,,,,tabulated_erd,,,,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",van Duin (2024)
nan,biology,Multicellular,3.1e-05,0.08,2.48e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.078,0.086,0.00671,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0095,0.1,0.00095,,,,,,tabulated_erd,,,,,van Duin (2024)
"Chrysemys picta, 12 weeks in anoxic hibernation",biology,Multicellular,0.953,0.00063,0.0006,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.00025,0.0012,3e-07,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.00152,0.084,0.000128,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,1.4e-05,0.076,1.06e-06,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.00218,0.096,0.000209,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0055,0.035,0.000193,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0306,0.033,0.00101,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0015,0.023,3.45e-05,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0012,0.25,0.0003,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0058,0.009,5.22e-05,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.04,0.006,0.00024,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0001,0.16,1.6e-05,,,,,,tabulated_erd,,,,,van Duin (2024)
hibernation,biology,Multicellular,0.014,0.39,0.00546,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.007,0.22,0.00154,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0443,0.35,0.0155,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0186,0.19,0.00353,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0126,0.26,0.00328,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.33,0.18,0.0594,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.063,0.13,0.00819,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.045,0.43,0.0194,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.07,0.19,0.0133,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0104,0.56,0.00582,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.7,0.089,0.0623,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.06,0.23,0.0138,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.2,0.14,0.028,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,2.5,0.12,0.3,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,5.0,0.18,0.9,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.09,0.39,0.0351,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0052,0.12,0.000624,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.025,0.22,0.0055,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.008,0.17,0.00136,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0238,0.17,0.00405,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.007,0.2,0.0014,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.01,0.29,0.0029,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0074,0.13,0.000962,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.007,0.24,0.00168,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.2,0.25,0.05,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.2,0.33,0.066,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.65,0.35,0.228,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.4,0.11,0.044,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.257,0.17,0.0437,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,2.8,0.37,1.04,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0169,0.56,0.00946,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.087,0.33,0.0287,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0633,0.02,0.00127,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,110.0,0.35,38.5,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,200.0,0.42,84.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0226,0.24,0.00542,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.0336,0.23,0.00773,,,,,,tabulated_erd,,,,,van Duin (2024)
